# id	acronyms (comma-separated, primary first) — generated by build_rhythm_acronyms.py
ecg00001	1AVB
ecg12573	TWO,ERHY,LVQRSAL,TWC,3AVB,AVB,AF
ecg12574	TWO,ERHY,QTIE,TWC,3AVB,AVB,AF
ecg12575	TWO,LVQRSAL,TWC,3AVB,AVB,AF
ecg12576	IDC,AF,ALS,CCR
ecg12577	STC,IDC,AF,CCR
ecg12578	STC,ARS,IDC,CRBBB,AF,PVC
ecg12579	IDC,AF,CRBBB
ecg12580	IDC,AF,IRBBB,LVH
ecg12581	STDD,BBB,TWO,IDC,AF,LVH,STC
ecg12582	TWO,IDC,TWC,ALS,AF
ecg12583	QTIE,AF,IDC,LVH
ecg12584	IDC,AF,PVT,PVC
ecg12585	IDC,AF,PVC
ecg12586	IDC,AF,ARS,PVC
ecg12587	IDC,AF,ARS,PVC
ecg12588	STDD,TWO,IDC,TWC,AF,LVH,STC,PVC
ecg12589	TWO,LVH,IDC,TWC,AF,PVC
ecg12590	IDC,AF,PVC
ecg12591	IDC,AF,ARS
ecg12592	STC,IDC,AF
ecg12593	TWC,IDC,AF,RWC
ecg12594	TWC,LVQRSAL,IDC,RWC,AF
ecg12595	IDC,AF
ecg12596	IDC,AF
ecg12597	STC,IDC,AF
ecg12598	IDC,AF
ecg12599	STC,IDC,AF
ecg12600	STDD,LVH,IDC,TWC,AF,STC
ecg12601	TWC,IDC,AF
ecg12602	TWC,IDC,AF
ecg12603	IDC,AF
ecg12604	STC,IDC,AF,LVH
ecg12605	TWC,IDC,AF
ecg12606	IDC,AF
ecg12607	TWO,IDC,AF
ecg12608	TWC,IDC,AF
ecg12609	STDD,TWO,IDC,AF,LVH,STC
ecg12610	IDC,AF
ecg12611	IDC,AF,LVH
ecg12612	IDC,AF
ecg12613	STC,IDC,AF
ecg12614	IDC,AF
ecg12615	TWC,IDC,AF
ecg12616	STC,IDC,AF,LVH
ecg12617	STDD,LVH,TWO,IDC,AF,STC
ecg12618	STDD,IDC,AF
ecg12619	TWC,IDC,AF
ecg12620	STDD,TWO,IDC,AF,STC
ecg12621	STC,IDC,AF
ecg12622	STC,IDC,AF,CLBBB
ecg12623	TWC,IDC,AF,TWO
ecg12624	IDC,AF
ecg12625	IDC,AF
ecg12626	STC,IDC,AF,LVH
ecg12627	TWC,IDC,AF,TWO
ecg12628	IDC,AF
ecg12629	TWC,IDC,AF
ecg12630	STC,IDC,AF
ecg12631	IDC,AF
ecg12632	STC,IDC,AF,LVH
ecg12633	TWC,IDC,AF
ecg12634	TWC,IDC,AF,TWO
ecg12635	STC,IDC,AF
ecg12636	TWC,IDC,AF,TWO
ecg12637	IDC,AF
ecg12638	IDC,AF
ecg12639	TWO,IDC,AF,LVH
ecg12640	TWO,IDC,AF,LVH
ecg12641	TWC,IDC,AF,TWO
ecg12642	TWC,IDC,AF,TWO
ecg12643	IDC,AF
ecg12644	IDC,AF
ecg12645	IDC,AF,LVH
ecg12646	STC,IDC,AF,LVH
ecg12647	STC,IDC,AF,LVH
ecg12648	TWC,IDC,AF,LVH
ecg12649	TWC,IDC,AF
ecg12650	STDD,LVH,IDC,AF,STC
ecg12651	AQW,IDC,AF
ecg12652	STDD,PVC,ERHY,TWO,CRBBB,LVH,2AVB
ecg12653	TWC,CRBBB,ERHY,2AVB
ecg12654	AQW,TWC,AF,CCR,PVC
ecg12655	AF,RWC,CCR
ecg12656	STC,ARS,LVH,AF,CRBBB
ecg12657	TWO,ARS,TWC,AF,CRBBB
ecg12658	CRBBB,AF,LVH
ecg12659	BBB,AF,LVH
ecg12660	TWC,AF,LAFB
ecg12661	STC,LVH,ALS,AF,PVC
ecg12662	TWC,RWC,ALS,AF,PVC
ecg12663	TWC,AF,RWC,ALS
ecg12664	STC,AF,LVH,ALS
ecg12665	AF,ALS
ecg12666	TWC,AF,LVH,ALS
ecg12667	AF,ALS
ecg12668	AF,ALS
ecg12669	STDD,TWO,AF,LVH,STC
ecg12670	STC,AF,LVH,APACE
ecg12671	APACE,AF
ecg12672	AF,PVC
ecg12673	AF,RWC,PVC
ecg12674	TWO,LVH,TWC,AF,PVC
ecg12675	STDD,AF,LVH,STC,PVC
ecg12676	TWC,AF,RBBB
ecg12677	AQW,RVH,ARS,AF,STC
ecg12678	TWC,AF,2AVB
ecg12679	2AVB,AF
ecg12680	MI,MI_LAT,TWO,SR,TWC,AF,STC
ecg12681	STC,AF,LVH
ecg12682	AF,APB,ALS,SR
ecg12683	TWC,AF,STC,CCR
ecg12684	STC,AF,PVC,BBB,CRBBB,RVH
ecg12685	AQW,AF,TWC,BBB
ecg12686	AQW,AF,TWC,LAFB
ecg12687	MI,MI_LAT,AF,AQW,STTU,TWO
ecg12688	APACE,AF,SR
ecg12689	STC,LVH,AF,ST
ecg12690	AF,LVQRSAL
ecg12691	STC,AF,LVH
ecg12692	AF
ecg12693	AF
ecg12694	AF,LVH
ecg12695	STDD,AF,RWC,STC,TWO
ecg12696	STC,AF
ecg12697	TWO,APB,ALS,AT,AF,BPAC
ecg12698	CLBBB,LVQRSAL,ALS,AF,CCR
ecg12699	CLBBB,AF,RWC,CCR
ecg12700	CLBBB,AF,CCR
ecg12701	LAFB,APACE,BBB,AF,CCR,CRBBB
ecg12702	STC,LAFB,AF,CCR,CRBBB
ecg12703	CRBBB,AF,ALS,CCR
ecg12704	TWO,TWC,ALS,AF,CCR,CRBBB
ecg12705	STTU,LPFB,STDD,TWC,AF,STC,CCR,CRBBB
ecg12706	AQW,RVH,ARS,TWO,TWC,AF,CCR,CRBBB
ecg12707	AQW,RVH,ARS,TWO,TWC,AF,CCR,CRBBB
ecg12708	STC,ARS,AF,IRBBB,CCR
ecg12709	AQW,LAFB,BBB,TWC,AF,CCR
ecg12710	AQW,LAFB,BBB,TWC,AF,CCR
ecg12711	TWC,BBB,ALS,AF,CCR,PVC
ecg12712	AQW,BBB,TWO,RWC,TWC,ALS,AF,CCR
ecg12713	TWO,BBB,TWC,ALS,AF,CCR
ecg12714	BBB,RWC,ALS,AF,CCR
ecg12715	AQW,BBB,TWC,ALS,AF,CCR
ecg12716	AQW,BBB,TWO,TWC,ALS,AF,CCR
ecg12717	AQW,LAFB,BBB,AF,CCR,PVC
ecg12718	AQW,LAFB,BBB,TWC,AF,CCR,PVC
ecg12719	AQW,LAFB,BBB,AF,CCR,PVC
ecg12720	LAFB,BBB,RWC,AF,CCR,PVC
ecg12721	AQW,BBB,RWC,AF,CCR,PVC
ecg12722	TWC,LAFB,BBB,VEB,AF,CCR
ecg12723	TWC,BBB,RWC,AF,CCR
ecg12724	TWC,AF,LAFB,CCR
ecg12725	TWC,AF,LAFB,CCR
ecg12726	AF,ALS,CCR,PVC
ecg12727	RBBB,AF,ALS,CCR
ecg12728	TWC,AF,ALS,CCR
ecg12729	STTU,TWO,TWC,ALS,AF,CCR
ecg12730	AF,ALS,CCR
ecg12731	TWC,AF,ALS,CCR
ecg12732	TWC,ALS,AF,CCR
ecg12733	TWO,TWC,ALS,AF,CCR
ecg12734	STDD,LPFB,UW,ARS,TWO,AF,STC,CCR
ecg12735	TWO,TWC,AF,CCR,APACE
ecg12736	TWC,LAFB,AF,CCR,PVC
ecg12737	AF,ARS,CCR,PVC
ecg12738	AQW,ARS,AF,CCR,PVC
ecg12739	STC,AF,CCR,PVC
ecg12740	AQW,TWO,AF,CCR,PVC
ecg12741	TWC,AF,CCR,PVC
ecg12742	TWC,AF,CCR,PVC
ecg12743	AF,CCR,PVC
ecg12744	TWO,RVH,ARS,TWC,AF,CCR
ecg12745	TWC,AF,ARS,CCR
ecg12746	TWC,VEB,AF,CCR
ecg12747	STC,AF,CCR
ecg12748	STDD,RWC,TWC,AF,STC,CCR
ecg12749	AF,CCR
ecg12750	STTU,TWO,TWC,AF,CCR
ecg12751	STDD,TWO,AF,STC,CCR
ecg12752	AF,CCR
ecg12753	AF,CCR
ecg12754	STC,AF,CCR
ecg12755	STC,AF,LVQRSAL,CCR
ecg12756	AF,LVQRSAL,CCR
ecg12757	STTU,AF,TWC,CCR
ecg12758	TWC,AF,CCR
ecg12759	STDD,BBB,LVH,RWC,AF,CLBBB
ecg12760	LAFB,AF,CLBBB
ecg12761	MI_ANT,AF,LVQRSAL,ALS,CLBBB,WPW
ecg12762	CLBBB,AF,APACE,ALS
ecg12763	CLBBB,AF,APACE,ALS
ecg12764	TWC,CLBBB,APACE,ALS,AF,PVC
ecg12765	CLBBB,RWC,ALS,AF,PVC
ecg12766	CLBBB,LVH,ALS,AF,PVC
ecg12767	CLBBB,AF,PVC,ALS
ecg12768	CLBBB,AF,PVC,ALS
ecg12769	CLBBB,AF,ALS
ecg12770	CLBBB,AF,ALS
ecg12771	TWC,LVH,ALS,AF,CLBBB
ecg12772	CLBBB,AF,ALS
ecg12773	CLBBB,AF,ALS
ecg12774	CLBBB,AF,ALS
ecg12775	CLBBB,AF,ALS
ecg12776	CLBBB,AF,RWC,ALS
ecg12777	CLBBB,AF,LVQRSAL,ALS
ecg12778	CLBBB,AF,LVQRSAL,ALS
ecg12779	CLBBB,AF,LVQRSAL,ALS
ecg12780	CLBBB,AF,LVQRSAL,ALS
ecg12781	CLBBB,LVQRSAL,RWC,ALS,AF
ecg12782	CLBBB,AF,ALS
ecg12783	CLBBB,AF,LVQRSAL,ALS
ecg12784	TWC,AF,ALS,CLBBB
ecg12785	CLBBB,AF,ALS
ecg12786	CLBBB,LVQRSAL,RWC,ALS,AF
ecg12787	QTIE,CLBBB,LVQRSAL,AF,PVC
ecg12788	CLBBB,AF,APACE
ecg12789	CLBBB,AF,APACE
ecg12790	CLBBB,AF,APACE
ecg12791	CLBBB,AF,APACE
ecg12792	CLBBB,AF,APACE
ecg12793	CLBBB,AF,APACE
ecg12794	STC,AF,APACE,CLBBB
ecg12795	CLBBB,AF,PVC
ecg12796	CLBBB,AF,ARS
ecg12797	CLBBB,AF,ARS,LVH
ecg12798	CLBBB,AF,ARS
ecg12799	STC,ARS,RWC,AF,CLBBB
ecg12800	CLBBB,AF,ARS
ecg12801	CLBBB,VEB,AF
ecg12802	STC,AF,PVT,CLBBB
ecg12803	STC,AF,CLBBB
ecg12804	STC,AF,CLBBB
ecg12805	CLBBB,AF,RWC
ecg12806	AQW,STTU,QTIE,AF,STC,CLBBB
ecg12807	TWC,AF,LVH,CLBBB
ecg12808	CLBBB,AF
ecg12809	CLBBB,AF
ecg12810	CLBBB,AF,LVQRSAL
ecg12811	CLBBB,AF,LVH
ecg12812	CLBBB,AF,LVQRSAL
ecg12813	CLBBB,AF
ecg12814	CLBBB,AF
ecg12815	STC,AF,CLBBB
ecg12816	CLBBB,AF
ecg12817	CLBBB,AF
ecg12818	CLBBB,AF
ecg12819	CLBBB,AF,RWC
ecg12820	CLBBB,AF
ecg12821	STTU,RWC,AF,TWC,CLBBB
ecg12822	CLBBB,AF
ecg12823	STC,AF,CLBBB
ecg12824	CLBBB,AF
ecg12825	CLBBB,AF,RWC
ecg12826	CLBBB,AF,LVH
ecg12827	CLBBB,AF
ecg12828	CLBBB,AF
ecg12829	CLBBB,AF
ecg12830	CLBBB,AF,LVH
ecg12831	CLBBB,AF
ecg12832	CLBBB,AF,LVH
ecg12833	CLBBB,AF,RWC
ecg12834	CLBBB,AF,LVH
ecg12835	AQW,AF,CLBBB
ecg12836	CLBBB,AF,LVQRSAL
ecg12837	CRBBB,AF,CCR,LVH
ecg12838	TWO,RVH,LAFB,BBB,AF,CRBBB
ecg12839	STDD,LAFB,ERHY,AF,SARR,SA,CRBBB
ecg12840	STTU,RVH,LAFB,TWO,AF,STC,CRBBB
ecg12841	LAFB,RVH,AF,CRBBB
ecg12842	STC,AF,LAFB,CRBBB
ecg12843	STC,AF,LAFB,CRBBB
ecg12844	TWC,AF,LAFB,CRBBB
ecg12845	TWO,AF,LAFB,CRBBB
ecg12846	LAFB,AF,CRBBB
ecg12847	STC,AF,LAFB,CRBBB
ecg12848	LAFB,AF,CRBBB
ecg12849	LAFB,AF,CRBBB
ecg12850	STDD,LAFB,LVH,TWO,AF,STC,CRBBB
ecg12851	LAFB,AF,CRBBB
ecg12852	AQW,AF,LAFB,CRBBB
ecg12853	AQW,AF,LAFB,CRBBB
ecg12854	AQW,RVH,STTU,LAFB,AF,CRBBB
ecg12855	AQW,RVH,STTU,LAFB,AF,CRBBB
ecg12856	CRBBB,AF,PVC,ALS
ecg12857	AQW,STDD,TWO,ALS,AF,STC,CRBBB
ecg12858	AQW,AF,ALS,CRBBB
ecg12859	CRBBB,AF,ALS
ecg12860	CRBBB,AF,ALS
ecg12861	CRBBB,AF,ALS
ecg12862	CRBBB,AF,ALS
ecg12863	CRBBB,AF,ALS
ecg12864	TWC,AF,ALS,CRBBB
ecg12865	CRBBB,AF,ALS
ecg12866	CRBBB,AF,ALS
ecg12867	CRBBB,AF,ALS
ecg12868	STC,AF,ALS,CRBBB
ecg12869	CRBBB,AF,ALS
ecg12870	CRBBB,AF,LVH,ALS
ecg12871	CRBBB,AF,ALS
ecg12872	CRBBB,AF,ALS
ecg12873	TWC,AF,ALS,CRBBB
ecg12874	STC,LVH,ALS,AF,CRBBB
ecg12875	CRBBB,AF,ALS
ecg12876	CRBBB,AF,ALS
ecg12877	CRBBB,AF,ALS
ecg12878	TWC,AF,ALS,CRBBB
ecg12879	CRBBB,AF,ALS
ecg12880	AQW,TWO,TWC,ALS,AF,CRBBB
ecg12881	STTU,PVC,LPFB,STDD,RWC,TWC,AF,STC,CRBBB
ecg12882	AQW,LPFB,TWC,AF,CRBBB
ecg12883	TWC,LAFB,CRBBB,AF,APACE
ecg12884	AQW,LAFB,TWC,CRBBB,AF,APACE
ecg12885	STDD,LAFB,TWO,CRBBB,AF,STC,APACE
ecg12886	CRBBB,AF,APACE
ecg12887	TWO,TWC,CRBBB,AF,APACE
ecg12888	TWO,LVH,TWC,CRBBB,AF,APACE
ecg12889	TWO,TWC,CRBBB,AF,APACE
ecg12890	STC,AF,APACE,CRBBB
ecg12891	STDD,TWO,CRBBB,AF,STC,APACE
ecg12892	STDD,TWO,CRBBB,AF,APACE
ecg12893	TWO,LVH,CRBBB,AF,APACE
ecg12894	TWO,TWC,CRBBB,AF,APACE
ecg12895	CRBBB,AF,LVQRSAL,APACE
ecg12896	CRBBB,AF,APACE
ecg12897	STDD,TWO,CRBBB,AF,APACE
ecg12898	STDD,TWO,CRBBB,AF,LVH,STC,APACE
ecg12899	STC,LVH,CRBBB,AF,APACE
ecg12900	TWC,LVH,CRBBB,AF,APACE
ecg12901	STC,LVH,CRBBB,AF,APACE
ecg12902	TWC,AF,TWO,CRBBB
ecg12903	CRBBB,AF,LVQRSAL,APACE
ecg12904	STC,AF,APACE,CRBBB
ecg12905	TWO,TWC,CRBBB,AF,APACE
ecg12906	CRBBB,AF,APACE
ecg12907	LAFB,AF,PVC,CRBBB
ecg12908	TWC,LAFB,APACE,CRBBB,AF,PVC
ecg12909	STC,PVC,LAFB,CRBBB,AF,APACE
ecg12910	LAFB,PVC,CRBBB,AF,APACE
ecg12911	CRBBB,AF,PVC,APACE
ecg12912	STC,APACE,CRBBB,AF,PVC
ecg12913	STC,ARS,CRBBB,AF,LVH,PVC
ecg12914	STC,ARS,CRBBB,AF,PVC
ecg12915	STC,ARS,CRBBB,AF,PVC
ecg12916	CRBBB,AF,PVC
ecg12917	CRBBB,AF,LVQRSAL,PVC
ecg12918	STC,AF,PVC,CRBBB
ecg12919	TWO,AF,PVC,CRBBB
ecg12920	CRBBB,AF,PVC
ecg12921	CRBBB,AF,PVC,LVH
ecg12922	CRBBB,AF,PVC
ecg12923	TWO,TWC,CRBBB,AF,PVC
ecg12924	STC,AF,PVC,CRBBB
ecg12925	TWC,AF,PVC,CRBBB
ecg12926	TWO,TWC,CRBBB,AF,PVC
ecg12927	TWC,AF,PVC,CRBBB
ecg12928	TWC,AF,PVC,CRBBB
ecg12929	STDD,TWO,CRBBB,AF,STC,PVC
ecg12930	TWC,AF,PVC,CRBBB
ecg12931	CRBBB,AF,ARS
ecg12932	STC,AF,ARS,CRBBB
ecg12933	STDD,ARS,TWO,AF,STC,CRBBB
ecg12934	CRBBB,AF,ARS
ecg12935	TWO,ARS,LVQRSAL,TWC,AF,CRBBB
ecg12936	TWO,ARS,LVH,STDD,AF,STC,CRBBB
ecg12937	TWO,ARS,TWC,AF,CRBBB
ecg12938	CRBBB,AF,ARS
ecg12939	CRBBB,AF,ARS
ecg12940	TWO,ARS,TWC,AF,CRBBB
ecg12941	STDD,ARS,TWO,AF,STC,CRBBB
ecg12942	STC,AF,ARS,CRBBB
ecg12943	TWC,AF,CRBBB
ecg12944	TWC,AF,CRBBB
ecg12945	TWC,AF,CRBBB
ecg12946	CRBBB,AF
ecg12947	CRBBB,AF
ecg12948	CRBBB,AF
ecg12949	CRBBB,AF
ecg12950	CRBBB,AF
ecg12951	STC,AF,CRBBB
ecg12952	TWC,AF,CRBBB
ecg12953	CRBBB,AF
ecg12954	TWC,AF,CRBBB
ecg12955	TWO,LVH,TWC,AF,CRBBB
ecg12956	CRBBB,AF
ecg12957	CRBBB,AF,LVH
ecg12958	STC,AF,LVH,CRBBB
ecg12959	TWC,AF,CRBBB
ecg12960	CRBBB,AF
ecg12961	TWC,AF,CRBBB
ecg12962	CRBBB,AF
ecg12963	CRBBB,AF
ecg12964	CRBBB,AF
ecg12965	CRBBB,AF
ecg12966	STC,AF,CRBBB
ecg12967	CRBBB,AF
ecg12968	CRBBB,AF
ecg12969	CRBBB,AF,LVH
ecg12970	CRBBB,AF
ecg12971	AQW,RVH,AF,CRBBB
ecg12972	STC,AF,CRBBB
ecg12973	CRBBB,AF
ecg12974	CRBBB,AF
ecg12975	CRBBB,AF
ecg12976	TWO,AF,CRBBB
ecg12977	TWC,AF,CRBBB
ecg12978	TWC,AF,TWO,CRBBB
ecg12979	CRBBB,AF,LVQRSAL
ecg12980	CRBBB,AF
ecg12981	STDD,TWO,AF,LVH,STC,CRBBB
ecg12982	STDD,LVH,TWO,AF,STC,CRBBB
ecg12983	STC,AF,LVH,CRBBB
ecg12984	CRBBB,AF,LVH
ecg12985	CRBBB,AF,LVH
ecg12986	CRBBB,AF,LVH
ecg12987	CRBBB,AF
ecg12988	TWC,AF,CRBBB
ecg12989	STC,AF,CRBBB
ecg12990	TWO,AF,CRBBB
ecg12991	TWC,AF,TWO,CRBBB
ecg12992	STC,AF,CRBBB
ecg12993	STTU,AF,TWO,CRBBB
ecg12994	STC,AF,CRBBB
ecg12995	TWC,AF,LVH,CRBBB
ecg12996	STC,AF,CRBBB
ecg12997	CRBBB,AF
ecg12998	CRBBB,AF
ecg12999	TWC,AF,CRBBB
ecg13000	STC,AF,CRBBB
ecg13001	TWO,AF,CRBBB
ecg13002	TWO,AF,CRBBB
ecg13003	CRBBB,AF
ecg13004	CRBBB,AF
ecg13005	CRBBB,AF
ecg13006	CRBBB,AF
ecg13007	TWC,AF,TWO,CRBBB
ecg13008	TWO,LVH,TWC,AF,CRBBB
ecg13009	TWC,AF,CRBBB
ecg13010	TWC,AF,TWO,CRBBB
ecg13011	TWC,AF,CRBBB
ecg13012	STC,AF,LVH,CRBBB
ecg13013	TWC,AF,CRBBB
ecg13014	STC,AF,CRBBB
ecg13015	CRBBB,AF
ecg13016	CRBBB,AF
ecg13017	CRBBB,AF
ecg13018	STC,AF,CRBBB
ecg13019	STC,AF,CRBBB
ecg13020	CRBBB,AF,LVH
ecg13021	TWC,AF,CRBBB
ecg13022	CRBBB,AF,LVH
ecg13023	STC,AF,CRBBB
ecg13024	TWO,TWC,AF,LVH,CRBBB
ecg13025	CRBBB,AF
ecg13026	TWC,AF,TWO,CRBBB
ecg13027	TWC,AF,TWO,CRBBB
ecg13028	STDD,TWO,AF,LVH,STC,CRBBB
ecg13029	TWC,AF,TWO,CRBBB
ecg13030	TWO,AF,CRBBB
ecg13031	TWC,AF,TWO,CRBBB
ecg13032	CRBBB,AF
ecg13033	STC,AF,CRBBB
ecg13034	STDD,TWO,AF,STC,CRBBB
ecg13035	CRBBB,AF
ecg13036	STC,AF,LVQRSAL,CRBBB
ecg13037	CRBBB,AF
ecg13038	CRBBB,AF
ecg13039	CRBBB,AF
ecg13040	CRBBB,AF
ecg13041	CRBBB,AF
ecg13042	AQW,STTU,TWC,AF,CRBBB
ecg13043	AQW,STTU,TWC,AF,CRBBB
ecg13044	CRBBB,AF
ecg13045	CRBBB,AF
ecg13046	CRBBB,AF
ecg13047	CRBBB,AF
ecg13048	CRBBB,AF
ecg13049	CRBBB,AF
ecg13050	CRBBB,AF,LVH
ecg13051	CRBBB,AF
ecg13052	CRBBB,AF
ecg13053	TWC,AF,CRBBB,QTIE
ecg13054	TWC,AF,CRBBB
ecg13055	CRBBB,AF,LVH
ecg13056	TWO,AF,CRBBB
ecg13057	CRBBB,AF
ecg13058	TWC,AF,CRBBB
ecg13059	CRBBB,AF
ecg13060	CRBBB,AF
ecg13061	TWC,AF,LVH,CRBBB
ecg13062	TWC,AF,LVH,CRBBB
ecg13063	TWC,QTIE,AF,CRBBB
ecg13064	STC,UW,LVH,AF,CRBBB
ecg13065	TWO,AF,CRBBB
ecg13066	CRBBB,AF
ecg13067	CRBBB,AF,LVH
ecg13068	CRBBB,AF
ecg13069	STDD,AF,CRBBB,STC
ecg13070	CRBBB,AF,LVH
ecg13071	STDD,TWO,AF,STC,CRBBB
ecg13072	STDD,AF,STC,CRBBB
ecg13073	CRBBB,AF
ecg13074	CRBBB,AF
ecg13075	TWC,AF,LVH,CRBBB
ecg13076	STC,AF,CRBBB
ecg13077	AQW,LVH,TWC,AF,CRBBB
ecg13078	CRBBB,AF
ecg13079	CRBBB,AF
ecg13080	TWC,AF,LVH,CRBBB
ecg13081	CRBBB,AF
ecg13082	CRBBB,AF
ecg13083	CRBBB,AF
ecg13084	CRBBB,AF
ecg13085	CRBBB,AF
ecg13086	STC,AF,TWO,CRBBB
ecg13087	TWC,AF,STC,CRBBB
ecg13088	TWC,AF,CRBBB
ecg13089	TWC,AF,CRBBB
ecg13090	CRBBB,AF
ecg13091	TWC,AF,LVQRSAL,CRBBB
ecg13092	CRBBB,AF
ecg13093	TWC,AF,TWO,CRBBB
ecg13094	CRBBB,AF
ecg13095	CRBBB,RVH,AF
ecg13096	CRBBB,AF
ecg13097	STDD,TWO,AF,STC,CRBBB
ecg13098	CRBBB,AF,LVH
ecg13099	AQW,AF,CRBBB
ecg13100	TWC,AF,CRBBB
ecg13101	TWC,AF,TWO,CRBBB
ecg13102	CRBBB,AF
ecg13103	CRBBB,AF
ecg13104	TWC,AF,CRBBB
ecg13105	TWC,AF,TWO,CRBBB
ecg13106	CRBBB,AF
ecg13107	TWC,AF,CRBBB
ecg13108	CRBBB,AF
ecg13109	TWO,LVH,TWC,AF,CRBBB
ecg13110	CRBBB,RVH,AF
ecg13111	STC,AF,CRBBB
ecg13112	TWC,AF,CRBBB
ecg13113	TWC,RVH,AF,CRBBB
ecg13114	STC,RVH,AF,CRBBB
ecg13115	TWC,AF,TWO,CRBBB
ecg13116	TWC,AF,TWO,CRBBB
ecg13117	CRBBB,AF
ecg13118	TWC,AF,CRBBB
ecg13119	TWC,AF,CRBBB
ecg13120	TWC,AF,CRBBB
ecg13121	TWO,LVQRSAL,TWC,AF,CRBBB
ecg13122	CRBBB,AF
ecg13123	TWC,AF,CRBBB
ecg13124	CRBBB,AF,LVH
ecg13125	TWC,AF,CRBBB
ecg13126	TWC,AF,TWO,CRBBB
ecg13127	CRBBB,AF
ecg13128	TWC,AF,CRBBB
ecg13129	CRBBB,AF
ecg13130	CRBBB,AF
ecg13131	STC,AF,CRBBB
ecg13132	CRBBB,AF
ecg13133	STC,AF,CRBBB
ecg13134	CRBBB,AF,LVQRSAL
ecg13135	TWC,AF,TWO,CRBBB
ecg13136	STC,AF,LVH,CRBBB
ecg13137	AQW,STTU,TWO,TWC,AF,CRBBB
ecg13138	CRBBB,AF
ecg13139	TWC,AF,TWO,CRBBB
ecg13140	CRBBB,AF
ecg13141	CRBBB,AF
ecg13142	CRBBB,AF
ecg13143	TWC,AF,LVQRSAL,CRBBB
ecg13144	TWC,AF,CRBBB
ecg13145	CRBBB,AF
ecg13146	CRBBB,AF,LVQRSAL
ecg13147	TWC,AF,CRBBB
ecg13148	TWC,AF,CRBBB
ecg13149	STC,AF,LVH,CRBBB
ecg13150	TWC,AF,CRBBB
ecg13151	CRBBB,AF
ecg13152	TWO,AF,LVH,CRBBB
ecg13153	TWO,AF,CRBBB
ecg13154	STDD,TWO,AF,STC,CRBBB
ecg13155	STDD,TWO,AF,STC,CRBBB
ecg13156	CRBBB,AF
ecg13157	STC,AF,CRBBB
ecg13158	TWC,AF,CRBBB
ecg13159	STC,AF,CRBBB
ecg13160	CRBBB,AF
ecg13161	STC,AF,CRBBB
ecg13162	BBB,CCR,ARS,AF,PVC
ecg13163	STC,CCR,BBB,AF,LVH
ecg13164	LAFB,AF,CCR
ecg13165	AF,CCR,ALS,PVC
ecg13166	AF,CCR,ALS
ecg13167	TWO,AF,CCR,ALS
ecg13168	AMI,STTU,CCR,ARS,LVQRSAL,AF
ecg13169	TWO,CCR,TWC,AF,APACE
ecg13170	APACE,AF,CCR
ecg13171	TWO,CCR,ARS,TWC,AF
ecg13172	TWO,CCR,ARS,TWC,AF
ecg13173	TWO,CCR,ARS,TWC,AF
ecg13174	TWO,CCR,ARS,TWC,AF
ecg13175	AF,CCR,LVQRSAL,ARS
ecg13176	TWC,AF,CCR
ecg13177	AF,CCR,LVH
ecg13178	STTU,AF,CCR,TWC
ecg13179	TWC,AF,CCR,LVH
ecg13180	TWC,AF,CCR,TWO
ecg13181	AF,CCR
ecg13182	AF,CCR
ecg13183	STC,AF,CCR,LVH
ecg13184	STC,AF,CCR
ecg13185	AF,CCR
ecg13186	TWC,AF,CCR,LVH
ecg13187	TWC,AF,CCR,LVH
ecg13188	AF,CCR,LVH
ecg13189	STC,AF,CCR
ecg13190	STDD,CCR,TWO,AF,STC
ecg13191	STC,AF,CCR
ecg13192	TWC,AF,CCR
ecg13193	TWC,AF,CCR
ecg13194	TWC,AF,CCR
ecg13195	STC,AF,CCR,LVH
ecg13196	TWC,AF,CCR
ecg13197	STDD,CCR,LVQRSAL,TWO,AF,STC
ecg13198	TWC,AF,CCR
ecg13199	AF,CCR
ecg13200	AF,CCR
ecg13201	STC,AF,CCR
ecg13202	TWO,CCR,QTIE,LVH,TWC,AF
ecg13203	STDD,AF,CCR,STC
ecg13204	TWC,AF,CCR,TWO
ecg13205	STDD,CCR,TWO,AF,STC
ecg13206	AF,CCR,LVH
ecg13207	STDD,AF,CCR
ecg13208	TWC,AF,CCR
ecg13209	AF,CCR
ecg13210	TWC,AF,CCR
ecg13211	STC,AF,CCR
ecg13212	AF,CCR
ecg13213	AF,CCR
ecg13214	AF,CCR
ecg13215	TWO,CCR,LVH,TWC,AF
ecg13216	TWC,AF,CCR
ecg13217	TWC,AF,CCR
ecg13218	STDD,CCR,LVH,TWO,AF,STC
ecg13219	AQW,PVC,BBB,ALS,JEB,AF,STC,2AVB
ecg13220	AQW,BBB,RWC,ALS,JEB,AF,STC,2AVB
ecg13221	AQW,LAFB,ERHY,BBB,STDD,TWO,RWC,AF,STC,2AVB
ecg13222	STDD,TWO,JEB,AF,STC,2AVB
ecg13223	TWO,VER,ERHY,ALS,AF,2AVB
ecg13224	STC,ERHY,QTIE,LVH,RWC,3AVB,AVB,AF,IRBBB,PVC
ecg13225	TWC,UW,ALS,AF,IRBBB
ecg13226	IRBBB,AF,ALS
ecg13227	IRBBB,AF,LVH,ALS
ecg13228	TWC,AF,IRBBB,ALS
ecg13229	TWC,AF,IRBBB,ALS
ecg13230	STC,AF,IRBBB,ALS
ecg13231	TWC,QTIE,AF,IRBBB,PVC
